word,cefr,pos,list,definition,example,phonetic,audio_url,source,audio_source
half,a1,determiner,oxford_3000_5000,an amount equal to half of something/somebody,I'll see you in half an hour.,/hɑːf/,data/audio/oxford/half__us_1.ogg,oxford,oxford
half,a1,noun,oxford_3000_5000,either of two equal parts into which something is or can be divided,two and a half kilos (= 2½),/hɑːf/,data/audio/oxford/half__us_1.ogg,oxford,oxford
half,a1,pronoun,oxford_3000_5000,an amount equal to half of something/somebody,I'll see you in half an hour.,/hɑːf/,data/audio/oxford/half__us_1.ogg,oxford,oxford
halfway,c1,adverb,oxford_3000_5000,at an equal distance between two points; in the middle of a period of time,It's about halfway between London and Bristol.,/ˌhɑːfˈweɪ/,data/audio/oxford/halfway__us_1.ogg,oxford,oxford
hall,a2,noun,oxford_3000_5000,a space or passage inside the entrance or front door of a building,"in a hall, Her brother was standing in the front hall.",/hɔːl/,data/audio/oxford/hall__us_1.ogg,oxford,oxford
halt,c1,noun,oxford_3000_5000,an act of stopping the movement or progress of somebody/something,Work came to a halt when the machine broke down.,/hɔːlt/,data/audio/oxford/halt__us_1.ogg,oxford,oxford
halt,c1,verb,oxford_3000_5000,to stop; to make somebody/something stop,She walked towards him and then halted.,/hɔːlt/,data/audio/oxford/halt__us_1.ogg,oxford,oxford
hand,a1,noun,oxford_3000_5000,"the part of the body at the end of the arm, including the fingers and thumb",Ian placed a hand on her shoulder.,/hænd/,data/audio/oxford/hand__us_1.ogg,oxford,oxford
hand,b1,verb,oxford_3000_5000,to pass or give something to somebody,"hand something to somebody, She handed the letter to me.",/hænd/,data/audio/oxford/hand__us_1.ogg,oxford,oxford
handful,c1,noun,oxford_3000_5000,the amount of something that can be held in one hand,a handful of rice,/ˈhændfʊl/,data/audio/oxford/handful__us_1.ogg,oxford,oxford
handle,b2,noun,oxford_3000_5000,"the part of a door, window, etc. that you use to open it",She turned the handle and opened the door.,/ˈhændl/,data/audio/oxford/handle__us_2.ogg,oxford,oxford
handle,b2,verb,oxford_3000_5000,"to deal with a situation, a person, an area of work or a strong emotion","handle something/somebody, A new man was appointed to handle the crisis.",/ˈhændl/,data/audio/oxford/handle__us_2.ogg,oxford,oxford
handling,c1,noun,oxford_3000_5000,"the way that somebody deals with or treats a situation, a person, an animal, etc.",I was impressed by his handling of the affair.,/ˈhændlɪŋ/,data/audio/oxford/handling__us_1.ogg,oxford,oxford
handy,c1,adjective,oxford_3000_5000,easy to use or to do,a handy little tool,/ˈhændi/,data/audio/oxford/handy__us_1.ogg,oxford,oxford
hang,b1,verb,oxford_3000_5000,"to attach something, or to be attached, at the top so that the lower part is free or loose","hang something + adv./prep., Hang your coat on the hook.",/hæŋ/,data/audio/oxford/hang__us_1.ogg,oxford,oxford
happen,a1,verb,oxford_3000_5000,"to take place, especially without being planned",You'll never guess what's happened!,/ˈhæpən/,data/audio/oxford/happen__us_1.ogg,oxford,oxford
happily,a2,adverb,oxford_3000_5000,in a cheerful way; with feelings of pleasure,children playing happily on the beach,/ˈhæpɪli/,data/audio/oxford/happily__us_2.ogg,oxford,oxford
happiness,b1,noun,oxford_3000_5000,the state of feeling or showing pleasure,to find true happiness,/ˈhæpinəs/,data/audio/oxford/happiness__us_1.ogg,oxford,oxford
happy,a1,adjective,oxford_3000_5000,feeling or showing pleasure; pleased,a happy family,/ˈhæpi/,data/audio/oxford/happy__us_2.ogg,oxford,oxford
harassment,c1,noun,oxford_3000_5000,the act of annoying or worrying somebody by putting pressure on them or saying or doing unpleasant things to them,sexual/racial harassment,/ˈhærəsmənt/,data/audio/oxford/harassment__us_5.ogg,oxford,oxford
harbour,b2,noun,oxford_3000_5000,"an area of water on the coast, protected from the open sea by strong walls, where ships can shelter",Several boats lay at anchor in the harbour.,/ˈhɑːbə(r)/,data/audio/oxford/harbour__us_1.ogg,oxford,oxford
hard,a1,adjective,oxford_3000_5000,"difficult to do, understand or answer",a hard choice/decision/question,/hɑːd/,data/audio/oxford/hard__us_1.ogg,oxford,oxford
hard,a1,adverb,oxford_3000_5000,with great effort; with difficulty,to work hard,/hɑːd/,data/audio/oxford/hard__us_1.ogg,oxford,oxford
hardly,b1,adverb,oxford_3000_5000,almost no; almost not; almost none,There's hardly any tea left.,/ˈhɑːdli/,data/audio/oxford/hardly__us_1.ogg,oxford,oxford
hardware,c1,noun,oxford_3000_5000,the machines and electronic parts in a computer or other electronic system,We supply computer hardware to businesses.,/ˈhɑːdweə(r)/,data/audio/oxford/hardware__us_1.ogg,oxford,oxford
harm,b2,noun,oxford_3000_5000,damage or injury that is caused by a person or an event,He would never frighten anyone or cause them any harm.,/hɑːm/,data/audio/oxford/harm__us_1.ogg,oxford,oxford
harm,b2,verb,oxford_3000_5000,to hurt or injure somebody or to damage something,He would never harm anyone.,/hɑːm/,data/audio/oxford/harm__us_1.ogg,oxford,oxford
harmful,b2,adjective,oxford_3000_5000,"causing damage or injury to somebody/something, especially to a person’s health or to the environment",the harmful effects of alcohol,/ˈhɑːmfl/,data/audio/oxford/harmful__us_1.ogg,oxford,oxford
harmony,c1,noun,oxford_3000_5000,a state of peaceful existence and agreement,social/racial harmony,/ˈhɑːməni/,data/audio/oxford/harmony__us_1.ogg,oxford,oxford
harsh,c1,adjective,oxford_3000_5000,"cruel, severe and unkind",The punishment was harsh and unfair.,/hɑːʃ/,data/audio/oxford/harsh__us_1.ogg,oxford,oxford
harvest,c1,noun,oxford_3000_5000,"the time of year when the crops are gathered in on a farm, etc.; the act of cutting and gathering crops",harvest time,/ˈhɑːvɪst/,data/audio/oxford/harvest__us_1.ogg,oxford,oxford
harvest,c1,verb,oxford_3000_5000,to cut and gather a crop; to catch a number of animals or fish to eat,The nuts are ready to harvest in September.,/ˈhɑːvɪst/,data/audio/oxford/harvest__us_1.ogg,oxford,oxford
hat,a1,noun,oxford_3000_5000,"a piece of clothing made to fit the head, often with a brim (= a flat edge that sticks out), usually worn out of doors",a straw/woolly hat,/hæt/,data/audio/oxford/hat__us_1.ogg,oxford,oxford
hate,b1,noun,oxford_3000_5000,a very strong feeling of dislike for somebody,She gave him a look of real hate.,/heɪt/,data/audio/oxford/hate__us_1.ogg,oxford,oxford
hate,a1,verb,oxford_3000_5000,to dislike somebody/something very much,"hate somebody/yourself, The two boys hated each other.",/heɪt/,data/audio/oxford/hate__us_1.ogg,oxford,oxford
hatred,c1,noun,oxford_3000_5000,a very strong feeling of dislike for somebody/something,He looked at me with intense hatred.,/ˈheɪtrɪd/,data/audio/oxford/hatred__us_1.ogg,oxford,oxford
haunt,c1,verb,oxford_3000_5000,"if the ghost of a dead person haunts a place, people say that they have seen it there",A headless rider haunts the country lanes.,/hɔːnt/,data/audio/oxford/haunt__us_1_rr.ogg,oxford,oxford
have,a2,auxiliary verb,oxford_3000_5000,used with the past participle to form perfect tenses,I've finished my work.,/həv/,data/audio/oxford/have__us_1_rr.ogg,oxford,oxford
have,a1,verb,oxford_3000_5000,"to own, hold or possess something",He had a new car and a boat.,/həv/,data/audio/oxford/have__us_1_rr.ogg,oxford,oxford
have to,a1,modal verb,oxford_3000_5000,used to show that you must do something,"Sorry, I've got to go.",/ˈhæv tə/,data/audio/oxford/have_to_1_us_1.ogg,oxford,oxford
hazard,c1,noun,oxford_3000_5000,something that can be dangerous or cause damage,a fire/safety hazard,/ˈhæzəd/,data/audio/oxford/hazard__us_1.ogg,oxford,oxford
he,a1,pronoun,oxford_3000_5000,a male person or animal that has already been mentioned or is easily identified,Everyone liked my father—he was the perfect gentleman.,/hi/,data/audio/oxford/he__us_1.ogg,oxford,oxford
head,a1,noun,oxford_3000_5000,"the part of the body on top of the neck containing the eyes, nose, mouth and brain",She nodded her head in agreement.,/hed/,data/audio/oxford/head__us_1.ogg,oxford,oxford
head,b1,verb,oxford_3000_5000,to move in a particular direction,Where are we heading?,/hed/,data/audio/oxford/head__us_1.ogg,oxford,oxford
headache,a2,noun,oxford_3000_5000,a continuous pain in the head,He had a terrible headache.,/ˈhedeɪk/,data/audio/oxford/headache__us_1.ogg,oxford,oxford
headline,b1,noun,oxford_3000_5000,"the title of a news article printed in large letters, especially at the top of the front page on a newspaper or the home page on a news website",a newspaper headline,/ˈhedlaɪn/,data/audio/oxford/headline__us_1.ogg,oxford,oxford
headquarters,b2,noun,oxford_3000_5000,a place from which an organization or a military operation is controlled; the people who work there,The firm’s headquarters is/are in London.,/ˌhedˈkwɔːtəz/,data/audio/oxford/headquarters__us_1_rr.ogg,oxford,oxford
heal,b2,verb,oxford_3000_5000,to become healthy again; to make something healthy again,It took a long time for the wounds to heal.,/hiːl/,data/audio/oxford/heal__us_1.ogg,oxford,oxford
health,a1,noun,oxford_3000_5000,the condition of a person’s body or mind,to be good/bad for your health,/helθ/,data/audio/oxford/health__us_1.ogg,oxford,oxford
healthcare,b2,noun,oxford_3000_5000,the service of providing medical care,the costs of healthcare for the elderly,/ˈhelθ keə(r)/,data/audio/oxford/healthcare__us_5.ogg,oxford,oxford
healthy,a1,adjective,oxford_3000_5000,having good health and not likely to become ill,a healthy child/baby/adult,/ˈhelθi/,data/audio/oxford/healthy__us_1.ogg,oxford,oxford
hear,a1,verb,oxford_3000_5000,to be aware of sounds with your ears,I can't hear very well.,/hɪə(r)/,data/audio/oxford/hear__us_1.ogg,oxford,oxford
hearing,b2,noun,oxford_3000_5000,the ability to hear,Her hearing is poor.,/ˈhɪərɪŋ/,data/audio/oxford/hearing__us_3.ogg,oxford,oxford
heart,a2,noun,oxford_3000_5000,"the organ in the chest that sends blood around the body, usually on the left in humans",The patient's heart stopped beating for a few seconds.,/hɑːt/,data/audio/oxford/heart__us_1.ogg,oxford,oxford
heat,a2,noun,oxford_3000_5000,the quality of being hot,Heat rises.,/hiːt/,data/audio/oxford/heat__us_1.ogg,oxford,oxford
heat,a2,verb,oxford_3000_5000,to make something hot or warm; to become hot or warm,"heat (something), Heat the oil and add the onions.",/hiːt/,data/audio/oxford/heat__us_1.ogg,oxford,oxford
heating,b1,noun,oxford_3000_5000,the process of supplying heat to a room or building; a system used to do this,to put/turn the heating on,/ˈhiːtɪŋ/,data/audio/oxford/heating__us_1.ogg,oxford,oxford
heaven,b2,noun,oxford_3000_5000,"the place believed to be the home of God where good people go when they die, sometimes imagined to be in the sky",the kingdom of heaven,/ˈhevn/,data/audio/oxford/heaven__us_2.ogg,oxford,oxford
heavily,b1,adverb,oxford_3000_5000,to a great degree; in large amounts,It was raining heavily.,/ˈhevɪli/,data/audio/oxford/heavily__us_1.ogg,oxford,oxford
heavy,a2,adjective,oxford_3000_5000,weighing a lot; difficult to lift or move,a heavy weight/load,/ˈhevi/,data/audio/oxford/heavy__us_1.ogg,oxford,oxford
heel,b2,noun,oxford_3000_5000,the back part of the foot below the ankle,"Apply the cream to dry, cracked heels before bed.",/hiːl/,data/audio/oxford/heel__us_1.ogg,oxford,oxford
height,a2,noun,oxford_3000_5000,the measurement of how tall a person or thing is,Height: 210 mm. Width: 57 mm. Length: 170 mm.,/haɪt/,data/audio/oxford/height__us_1.ogg,oxford,oxford
heighten,c1,verb,oxford_3000_5000,"if a feeling or an effect heightens, or something heightens it, it becomes stronger or increases",Tension has heightened after the recent bomb attack.,/ˈhaɪtn/,data/audio/oxford/heighten__us_1.ogg,oxford,oxford
helicopter,b1,noun,oxford_3000_5000,an aircraft without wings that has large blades (= long flat parts) on top that go round. It can fly straight up from the ground and can also stay in one position in the air.,a police/rescue helicopter,/ˈhelɪkɒptə(r)/,data/audio/oxford/helicopter__us_1.ogg,oxford,oxford
hell,b2,noun,oxford_3000_5000,the place believed to be the home of devils and where bad people go after death,He was terrified of going to hell when he died.,/hel/,data/audio/oxford/hell__us_1.ogg,oxford,oxford
hello,a1,exclamation,oxford_3000_5000,"used as a greeting when you meet somebody, in an email, when you answer the phone or when you want to attract somebody’s attention","Hello John, how are you?",/həˈləʊ/,data/audio/oxford/hello__us_1_rr.ogg,oxford,oxford
hello,a1,noun,oxford_3000_5000,"used as a greeting when you meet somebody, in an email, when you answer the phone or when you want to attract somebody’s attention","Hello John, how are you?",/həˈləʊ/,data/audio/oxford/hello__us_1_rr.ogg,oxford,oxford
helmet,b2,noun,oxford_3000_5000,"a type of hard hat that protects the head, worn, for example, by a police officer, a soldier or a person riding a bike or motorbike or playing some sports",Police in riot helmets lined the streets.,/ˈhelmɪt/,data/audio/oxford/helmet__us_1.ogg,oxford,oxford
help,a1,noun,oxford_3000_5000,the act of helping somebody to do something,Thank you for all your help.,/help/,data/audio/oxford/help__us_1.ogg,oxford,oxford
help,a1,verb,oxford_3000_5000,to make it easier or possible for somebody to do something by doing something for them or by giving them something that they need,What can I do to help?,/help/,data/audio/oxford/help__us_1.ogg,oxford,oxford
helpful,a2,adjective,oxford_3000_5000,able to improve a particular situation,helpful advice/information,/ˈhelpfl/,data/audio/oxford/helpful__us_1.ogg,oxford,oxford
hence,b2,adverb,oxford_3000_5000,for this reason,"We suspect they are trying to hide something, hence the need for an independent inquiry.",/hens/,data/audio/oxford/hence__us_1.ogg,oxford,oxford
her,a1,determiner,oxford_3000_5000,of or belonging to a woman or girl who has already been mentioned or is easily identified,Meg loves her job.,/hə(r)/,data/audio/oxford/her__us_3_rr.ogg,oxford,oxford
her,a1,pronoun,oxford_3000_5000,"used as the object of a verb, after the verb be or after a preposition to refer to a woman or girl who has already been mentioned or is easily identified",We're going to call her Sophie.,/hə(r)/,data/audio/oxford/her__us_3_rr.ogg,oxford,oxford
herb,b2,noun,oxford_3000_5000,"a plant whose leaves, flowers or seeds are used to add taste to food, in medicines or for their pleasant smell. parsley, mint and oregano are all herbs.",a herb garden,/hɜːb/,data/audio/oxford/herb__us_1.ogg,oxford,oxford
here,a1,adverb,oxford_3000_5000,"used after a verb or preposition to mean ‘in, at or to this position or place’",I live here.,/hɪə(r)/,data/audio/oxford/here__us_1.ogg,oxford,oxford
heritage,c1,noun,oxford_3000_5000,"the history, traditions, buildings and objects that a country or society has had for many years and that are considered an important part of its character",Spain’s rich cultural heritage,/ˈherɪtɪdʒ/,data/audio/oxford/heritage__us_1.ogg,oxford,oxford
hero,a2,noun,oxford_3000_5000,a person who is admired by many people for doing something brave or good,a war hero (= somebody who was very brave during a war),/ˈhɪərəʊ/,data/audio/oxford/hero__us_1_rr.ogg,oxford,oxford
hers,a2,pronoun,oxford_3000_5000,of or belonging to her,His eyes met hers.,/hɜːz/,data/audio/oxford/hers__us_1.ogg,oxford,oxford
herself,a2,pronoun,oxford_3000_5000,used when the woman or girl who performs an action is also affected by it,She hurt herself.,/hɜːˈself/,data/audio/oxford/herself__us_3.ogg,oxford,oxford
hesitate,b2,verb,oxford_3000_5000,to be slow to speak or act because you feel uncertain or nervous,She hesitated before replying.,/ˈhezɪteɪt/,data/audio/oxford/hesitate__us_2.ogg,oxford,oxford
hey,a1,exclamation,oxford_3000_5000,"used to attract somebody’s attention or to express interest, surprise or anger","Hey, can I just ask you something?",/heɪ/,data/audio/oxford/hey__us_1.ogg,oxford,oxford
hi,a1,exclamation,oxford_3000_5000,used to say hello,Hi guys!,/haɪ/,data/audio/oxford/hi__us_1.ogg,oxford,oxford
hidden,b2,adjective,oxford_3000_5000,something that is hidden is kept or located in a place where it cannot be seen,Hidden dangers lurk in the ocean depths.,/ˈhɪdn/,data/audio/oxford/hidden__us_1.ogg,oxford,oxford
hide,a2,verb,oxford_3000_5000,to put or keep somebody/something in a place where they/it cannot be seen or found,"hide somebody/something + adv./prep., He hid the letter in a drawer.",/haɪd/,data/audio/oxford/hide__us_1.ogg,oxford,oxford
hierarchy,c1,noun,oxford_3000_5000,"a system, especially in a society or an organization, in which people are organized into different levels of importance from highest to lowest",the social/political hierarchy,/ˈhaɪərɑːki/,data/audio/oxford/hierarchy__us_1.ogg,oxford,oxford
high,a1,adjective,oxford_3000_5000,measuring a long distance from the bottom to the top,What's the highest mountain in the US?,/haɪ/,data/audio/oxford/high__us_1.ogg,oxford,oxford
high,a2,adverb,oxford_3000_5000,at or to a position or level that is a long way up from the ground or from the bottom,to climb/jump/leap high,/haɪ/,data/audio/oxford/high__us_1.ogg,oxford,oxford
high,b2,noun,oxford_3000_5000,the highest level or number,to hit/reach a high,/haɪ/,data/audio/oxford/high__us_1.ogg,oxford,oxford
high-profile,c1,adjective,oxford_3000_5000,receiving or involving a lot of attention and discussion in the media,a high-profile campaign,/ˌhaɪ ˈprəʊfaɪl/,data/audio/oxford/high_profile_1_us_1.ogg,oxford,oxford
highlight,b1,noun,oxford_3000_5000,"the best, most interesting or most exciting part of something",One of the highlights of the trip was seeing the Taj Mahal.,/ˈhaɪlaɪt/,data/audio/oxford/highlight__us_1.ogg,oxford,oxford
highlight,b1,verb,oxford_3000_5000,"to emphasize something, especially so that people give it more attention",The report highlighted the importance of exercise to maintain a healthy body.,/ˈhaɪlaɪt/,data/audio/oxford/highlight__us_1.ogg,oxford,oxford
highly,b1,adverb,oxford_3000_5000,very,It is highly unlikely that she'll be late.,/ˈhaɪli/,data/audio/oxford/highly__us_1.ogg,oxford,oxford
highway,b2,noun,oxford_3000_5000,"a main road for travelling long distances, especially one connecting and going through cities and towns",Plans were being made for the construction of a new interstate highway system.,/ˈhaɪweɪ/,data/audio/oxford/highway__us_1.ogg,oxford,oxford
